,id,Emotion,Text
3158,3159,1, Well could you do me the favor of making this quick ? It ’ s the third quarter and you ’ Ve been blabbering on since the first ! 
3159,3160,1," Oh , your precious game . You watch the same game every year , and each year your beloved hometown team loses by at least three goals ! "
3160,3161,1," Oh no you didn ’ t . You didn ’ t just insult the Sals-bury Seals , did you ? Why don ’ t you just . just go and return all of those stupid clothes and not come back until the sales are over ? "
3161,3162,1, I might just ! Enjoy your stupid game ! 
3168,3169,1," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! "
3169,3170,1," He ’ s my grandfather , and he never really liked you anyway ! "
3180,3181,1," Yeah , my head hurts , that ’ s all . I ’ Ve been in physics class all day . It ’ s killer ! "
3183,3184,6, A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me . 
3194,3195,6," What ! That wasn't a foul ! C ’ mon , ref ! "
3199,3200,1," This ref needs glasses . Hey ref , open your eyes ! I can ’ t believe he didn ’ t see that ! "
3207,3208,1," Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash . "
3211,3212,1, I'm not at all convinced . Tomorrow is Saturday ! 
3218,3219,1," You just can ’ t imagine ! I waited for the first bus but it was too full , so I waited for the second , and it was still very crowded . Then I decided not to wait for the next one , and got on the second bus . It was so full that I had to stand on one foot ! No kidding ! "
3224,3225,1,"I'm really fed up with Larry ! He's the biggest airhead I've ever met.He always makes careless mistakes , and he's a pain to work with . "
3226,3227,1, You only say that because you don't have to work with him.The people in your department seem so capable and nice to be around.Take Mary for example.She ' s smart and enthusiastic . I've never met anyone as cheery as she is . 
3231,3232,1,"So who does he think he is , anyway , I can't believe the way that my boss has been ordering everyone around lately , I mean , it's now like he is the CEO , or anything . "
3233,3234,1," Yikes ! you are joking , right ? I can't believe it . No wonder he is so stressed and bossy lately . I thought he was just being ostentatious by giving orders to people and all the different departments . What big shoes to fill ! "
3235,3236,1," What does a CEO do anyway ? I know the CEO makes the most money in the company , but what does he actually do ? "
3238,3239,1,"Well , I can ’ t believe your uncle and aunt came to stay with us for a week , and they did not even call us in advance . "
3240,3241,1," I know , but it is hard for me to get used to your relatives coming to visit us , and without warning . "
3247,3248,1, Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true . 
3249,3250,1, what a bummer ! You set me up ? 
3251,3252,1,I can't bear you anymore . I am sick of your drinking . I am divorcing you . 
3253,3254,1, How many chances should I give you ? I've given up on you ! 
3261,3262,6," Hey , that ’ s not the girl with pink hair , is it ? The girl I saw with Jack yesterday . "
3262,3263,1," What ? She was cheating on me with that ugly guy . Oh , no , I feel like such a loser . "
3264,3265,1, But she lied to me . 
3277,3278,1," Come on , Liz . Be open-minded ! Look at my eyes , they are puffy . And my eye bags , they are dark and loose and full of lines and circles . I really hope surgery can wipe out the tired feelings . "
3285,3286,1, We ’ re in the same boat ! I ’ Ve eaten fast food the whole week . I hate it now . 
3290,3291,1, What ’ s wrong ? I want a break from this horrible job . 
3296,3297,6," It doesn ’ t matter . Oh , God , I have only four dollars in my wallet . Is that possible for me to buy one ? "
3301,3302,1, What ’ s wrong with that ? Cigarette is the thing I go crazy for . 
3303,3304,1,I know I ’ m going to bite the dust going down this hill . I almost got killed on the chair lift ! This is going to be so embarrassing . 
3309,3310,1, No ! ! ! 
3318,3319,1," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! "
3319,3320,1," He ’ s my grandfather , and he never really liked you anyway ! "
3333,3334,1," No way ! They want publicity for themselves , so that they get invited to make more films , go to lots of cocktail parties , and even make albums ! They have such an easy life . They don ’ t even pay for Drin "
3335,3336,1," I don ’ t understand how you can have any sympathy for show biz stars . They ’ re overpaid , over-ambitious , and over-adored . "
3337,3338,1, Come on ! They only do that to get even more publicity for their films and themselves . 
3344,3345,1, Fine ! I ’ ll start drinking and having home cooked meals that are low in fat . Are you happy now ? 
3347,3348,6, What ? Why do we have to do that ? 
3349,3350,1," I see . That ’ s convenient ! I never understood things like this , such as GMT . I never know what time zone we are in or when to change my clock ! "
3351,3352,1," That ’ s why it was so weird traveling from Beijing to LA ! Because of the huge time difference , even though we left Beijing at noon and flew for more than eight hours , we still arrived in LA the same day at noon ! It ’ s like we went back in time ! "
3352,3353,1,Hey . Why did you take that money ? You are such a cheater ! I should send you to jail ! 
3353,3354,1," I am not cheating . When you pass go , you collect $ 200 , Everyone knows that ! "
3359,3360,1,What are we going to do ? I can't get the car out of this ditch . I'm stuck ! 
3361,3362,1, I know . This is terrible . What can we do ? This snow doesn't stop falling ! 
3375,3376,6, Days ? 
3382,3383,1," You think so ? Oh , no ! How can he do this to me ? I ’ m sure he ’ s cheating on me ! Why else wouldn ’ t he call ? "
3392,3393,1," to be honest , I'm a bit fed up . "
3394,3395,1," well , my boyfriend was supposed to call me last night , but he never did . "
3396,3397,1," the thing is , this isn't the first time he's promised to do something and then didn't . "
3398,3399,1, a bit ? I'm extremely annoyed that he didn't phone me when he promised me that he would ! He's such a liar . 
3407,3408,1," No , I just check my weight , I'm getting fatter . "
3422,3423,1," you said it . Good beer , good music , and on top of that , there are so many hot girls here ! "
3438,3439,6, Logan ! Why on earth are you hiding here ? White hat ! Come on ! Don't tell me you're the guy ! It can't be true . 
3440,3441,1, what a bummer ! You set me up ? 
3442,3443,1, how dare you ! 
3449,3450,1, It's the new neighbor . I hate her guts . 
3451,3452,1, She made another white crack about my clothes . 
3462,3463,6,not a single email until now ? it's already twelve o'clock . I can't believe it ! 
3466,3467,1, addiction ? checking emails and text messages often can be called an addiction ? no way ! 
3480,3481,1," Because I'm the wrong sex , of course ! "
3482,3483,1," Yes , that was probably it ! It isn't fair . "
3490,3491,1, Why should I wear a skirt ? Or a dress ? 
3492,3493,1, Why should I do that ? I'm good at my job ! That's the only important thing ! 
3494,3495,1,Could you please stop flipping the channels ? 
3496,3497,1,"May , look at this mess ! You threw waste everywhere . "
3498,3499,1,Don ’ t throw your weight around . I can ’ t bear you any more . 
3499,3500,1, I dare you to say that again . 
3501,3502,1, Break it up ! I will not permit fighting in this campus . 
3502,3503,1,Why aren ’ t they are aware of the gravity of the situation ? 
3505,3506,1, Stop picking on me . I am going to be mad . 
3518,3519,1, it was . The hijackers didn't have any respect for human life not even their own . 
3520,3521,1,the air quality in this city is horrendous ! The pollution levels were so high that we weren't supposed to go outside with a face mask again ! 
3522,3523,1," on top of that , there are a few large chemical factories in the suburbs , which are contributing to the high pollution levels in the water and the air in this city . "
3533,3534,1,We are through . 
3534,3535,6, Why ? 
3535,3536,1," Why ? Isn't it obvious ? First you impose way too much on me , and I'm tired away . Second , you stood me up on the Valentine's Day . "
3537,3538,1," But I ended up with finding out lady that night , that you were with other girl at cafe near your home . "
3539,3540,1, You've got so many cousins . I called you later that night . But you didn't have the guts to answer the phone . 
3541,3542,1, I don't buy a story . 
3543,3544,1," No , don't , I don't want to see you anymore . Don't ever call me again . "
3544,3545,1,I can't stand being with you any more . I'm sick of your drinking . 
3546,3547,1," How many chances have I given you , I've given up on you . "
3548,3549,1, It's not just for your drinking . But you are lacking sense of responsibility . 
3550,3551,1, Even if I was seriously ill you couldn't spare a moment . 
3552,3553,1, I just don't trust you any more . 
3556,3557,6," I'm surprised . He does't look like a guy who'd ever cheat on his wife , does he ? "
3558,3559,1," Well , I'm really surprised . You are not doing anything behind my back , are you ? "
3571,3572,1, Why are you so bitter ? No one tells worse joke than you . 
3574,3575,1, Why are you trying to rush me off the phone ? 
3576,3577,1, Why ? I still wanted to talk to you . 
3579,3580,1, Don't be nosey . 
3582,3583,1, That's harsh . 
3586,3587,1, Is there a reason why you're trying to get off the phone so fast ? 
3588,3589,1, I wasn't done talking to you . 
3589,3590,1," I have to do some things , and besides , it's not polite to be nosey . "
3591,3592,1, I really don't think it's any of your business . 
3592,3593,1, That's not nice . 
3597,3598,6, What are you talking about ? 
3598,3599,1, What's wrong with heading out with Mark for vacation ? 
3599,3600,1," You and I have been together for a whole year , and our vacation time should be about the two of us ! "
3600,3601,1, Really ? Who made that rule up ? 
3601,3602,1," With that attitude , I don't really think we have much more to discuss here . "
3602,3603,1, That works for me ! 
3605,3606,1, Are you kidding me ? 
3606,3607,1," You know what ? You and I had no plans , so I made plans with Mark . What's the problem ? "
3607,3608,1," We have been together for a year and usually , people who've been together a year , take their vacation together . "
3608,3609,1, I don't think that I ever heard of that rule before . Any more rules that you would like to tell me about ? 
3609,3610,1," Go on your vacation with Mark and when you come back , why don't you just move in with him as well ! "
3610,3611,1, I am really looking forward to getting away from you . Far away from you ! 
3613,3614,1, You can't be serious ! 
3614,3615,1," Hey , I've always gone hunting or fishing on vacation . I am sorry that bothers you . "
3615,3616,1," After a year together , I thought it pretty safe to assume that we would automatically spend our vacation together . "
3616,3617,1, Says who ? I don't think that is necessarily the case . 
3617,3618,1," You know , now that I think about it , I really don't have much more to say to you at all ! "
3618,3619,1, Whatever you say ! 
3630,3631,1, See you . 
3631,3632,1,Excuse me . This chicken doesn't taste right to me . 
3633,3634,1, How should I know ? It's just kind of cold in the middle . It just doesn't taste right . Do you want to try it ? 
3638,3639,1,Excuse me . Who is the person responsible for handling complaints here ? I would like to make a few complaints . 
3640,3641,1," Here is the thing . I was woke up by strange noises of the telephone several times last night . Even I unplugged it , it wouldn't stop beeping . I am also not satisfied with the housekeeping service in my room . So I want to change to a cleaner and quieter room . "
3649,3650,1, Isn't that a bit excessive ? 
3654,3655,1," Well , I hate to disturb you , but I really can't stand it any more . Can you change my room for me ? It's too noisy . I was woken up several times by the noise the baggage elevator made . It was too much for me . "
3662,3663,1,I have to get to Chicago by tomorrow and you're telling me that there are no flights ? 
3664,3665,1, You mean like a bus ? Have you ever traveled for ten hours on a bus before ? 
3671,3672,1," Oh , how annoying ! "
3673,3674,1, Is's infuriating ! I have to be in Rome by five . 
3675,3676,1," Yes , I joined your group of bus tour this morning . You promised the journey will last 3 hours and we will visit 15 sightseeing spots . "
3677,3678,1, But have 2 - hour journey . 
3680,3681,1, I'm Bill . I'm in Room 908 . Can you change the room for me ? It's too noisy . My wife was woken up several times by the noise the baggage elevator made . She said it was too much for her . 
3688,3689,1, I have made a reservation for my breakfast last night . But I still haven't got it . I am so hungry now . 
3693,3694,1, Yes . I can't find my sweater . I have my laundry sent to you yesterday but when the washing is done . I find my swatter missing . 
3697,3698,1, This is room 2012 . Where is my laundry ? You promised to send to me this morning . 
3702,3703,1,I have a complaint to make . I've just been badly treated by a rude maid . 
3707,3708,1," Oh , how annoying ! "
3709,3710,1, What a nuisance ! 
3710,3711,1,Could I see the manager please ? I have a complaint to make . 
3723,3724,1," What ? Why ! I am taking an intercontinental flight ! I ’ m flying sixteen thousand CMS ! How am I supposed to only take two , twenty kilo bags ? That ’ absurd ! "
3725,3726,1," Now I see . You charge next to nothing for an international ticket , but when it comes to charging for any other small thing , you charge an arm and a leg ! So tell me , miss , how much will I have to pay for all of this . "
3727,3728,1, That ’ s more than my round-trip ticket ! 
3734,3735,1, Are you crazy ? You made the mistake and now you're charging me for your mistake ? 
3736,3737,1, Why don't you just stick a gun in my ribs and take everything I have ? 
3738,3739,1,"My amenities bill says that I owe $ 10 for a movie , but I never ordered one . "
3740,3741,1, That's absolutely wrong ! I was out exploring the city Monday night . 
3744,3745,1, Are you serious ? I have to pay $ 2 for a movie I never watched ? 
3746,3747,1, This is outrageous ! I'm never coming back to this hotel again ! 
3748,3749,1,You guys are charging me $ 10 for a movie that I never ordered or saw . 
3750,3751,1," Well , the wrong information is in my file . I was at a concert Monday night . "
3754,3755,1, Am I in the Twilight Zone ? You're charging me for a movie I never saw ? 
3756,3757,1, This is highway robbery . I've got a good mind to call the police ! 
3758,3759,1,I just discovered that I owe $ 10 for a movie that I never ordered . 
3760,3761,1, That is absolutely incorrect ! I was out on the town Monday night . 
3766,3767,1, Absolutely unbelievable ! You people should be ashamed of yourselves . 
3768,3769,1,Why am I being charged $ 10 for a movie that I never ordered ? 
3774,3775,1, You can't do that ! You can't charge me for a mistake that you made ! 
3776,3777,1," Well , now I've seen it all ! What a rip-off this place is ! "
3792,3793,1," Oh , honey ! Don ’ t you remember this important day to us ? "
3810,3811,1," No , we got no receipt , but we paid on the spot . "
3822,3823,1," Yes , I think I did . It has to be one of your maids who took it . I want my necklace back . "
3824,3825,1, That just isn't good enough . Cet me your general manager . I want to speak to him now . 
3832,3833,1," No , we got no receipt , and we pay it on the spot ! "
3847,3848,1," This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . "
3855,3856,1, How dare you question my statement ! 
3863,3864,1, There are nine cockroaches in my room . I don't have time for your disbelief ! 
3871,3872,1, You dare to doubt me ? 
3879,3880,1, I've already suffered enough without listening anymore to you ! 
3887,3888,1, Your inspector needs spectacles . The fact is that cockroaches are running rampant . 
3895,3896,1, You are not in a position to question my vision or my statement ! 
3899,3900,1, I'm about to be swept away by millions of cockroaches ! 
3905,3906,1, I'm being attacked by hordes of cockroaches ! 
3909,3910,1,"This room is unfit for humans . I want another room , and I want a refund for tonight . "
3911,3912,1," In a word , cockroaches ! "
3915,3916,1,"I want to change rooms . In fact , I want a refund for tonight ! "
3917,3918,1, Cockroaches have declared war on my room ! 
3935,3936,1," This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . "
3948,3949,1," I can wait , but my toothache can't ! "
3963,3964,1," This is ridiculous ! In Taiwan , it is much easier to get medicine when I need it . "
3979,3980,1, Yes . But why do I have to fill out a form anyway ? This is the emergency room . 
3982,3983,1, I've had enough . 
3990,3991,1," Give me a break , Mr Yang . "
3997,3998,1," But what ? You always act like this , when you face difficulties . "
4004,4005,1," Well , look here . Ten new typewriters were delivered to my company yesterday afternoon and only five of them work properly . "
4006,4007,1," Never mind being sorry , what are you going to do about it ? "
4014,4015,1, I'm sick of doing other people's job and getting blamed for not doing it right . 
4016,4017,1," I wish he could understand . You know what , if this goes on , I think I will get stick like everybody else . "
4019,4020,1, It certainly didn't arrive here that way . 
4030,4031,1," Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me ! "
4034,4035,1," He treats everyone pretty badly , but the way he treats me really takes the cake ! "
4036,4037,1, I really have no idea . All I know is that the thought of him really curls my hair ! 
4042,4043,1,"Gordon , you're ever so late . "
4044,4045,1," But there's a bus every ten minutes , and you are over 1 hour late . "
4046,4047,1, How on earth can you miss several buses ? 
4048,4049,1," Oh , come on , Gordon , it's the afternoon now . Why were you late really ? "
4054,4055,1, I am not convinced by your explanation . 
4055,4056,1,I can't stand the stupid guy any longer . It's unbelievable . 
4057,4058,1, He does everything so mindlessly that he is going to drive me crazy . 
4059,4060,1," I've told him how to do that several times , but he's never listened to me . "
4073,4074,1, Excuse me ? I hope I didn't just hear what I think I just heard . 
4075,4076,1, You're going to make me rich by not paying me ? 
4083,4084,6, Really ? And what led you to this conclusion ? 
4086,4087,1, I've been with this firm for 26 years and I'd hate to see it go down the drain due to poor leadership skills . 
4094,4095,1, I can't believe it . I can't believe I fell into your trap . 
4099,4100,1, Do you think I believe the story like that ? 
4101,4102,1, How can believe it if the same excuse was used twice within a week ? 
4112,4113,6, Why ? I work very hard . 
4116,4117,1, It's unfair . 
4125,4126,6," Did I ? Well , anyway , you will get your raise when the economy starts picking up . "
4128,4129,1, I got the message . I'm quiting . 
4130,4131,1," I've been here for 3 years , and I haven't had a raise in all that time.If you like my work , it should be reflected in my pay , and I feel it isn't . "
4132,4133,1," Very well , consider me gone . "
4133,4134,1,We hope that there will be no repetition of this kind of trouble in the future . 
4137,4138,1,What ’ s the problem ? Things are getting out of hand . You keep sticking your nose where it doesn ’ t belong . 
4139,4140,1," Now , I am responsible for training new staff , but you keep overriding my authority by trying to pose your methods . I know you are a hotshot college graduate with something to prove . But I don ’ t like your way . "
4149,4150,1, His face broke out and he said it was my fault ! 
4156,4157,6, What ? Why ? I mean ... just like that ? I ’ m fired ? 
4158,4159,1, What ! I resent that ! 
4164,4165,1," Yeah , his attitude is great , but he ’ s really unreliable . Sometimes he ’ s really productive , but then other times ... take last Tuesday for instance , he was forty-five minutes late for our morning meeting ! "
4170,4171,1, You ’ Ve had over a month to get this finalized ! Why are things delayed ? 
4172,4173,1, I ’ m not looking for excuses here . I just want to get this finished on time ! 
4174,4175,1," I ’ m not going to put this off any longer , Casey ! I want those photos ASAP ! "
4175,4176,1,"Oh great ! This stupid computer froze again ! That's the third time today ! Hey Samuel , can you come take a look at my PC ? It's acting again . It must have a virus or something . "
4182,4183,1,I can't stand the stupid guy any longer . It ' s unbelievable ! 
4184,4185,1, He does everything so mindlessly that he is going to drive me crazy . 
4186,4187,1," I have told him how to do it several times , but he's never listened to me . "
4188,4189,1," Oh , I always have difficulty in getting along with the staff . "
4196,4197,1, You said the same thing three months ago . 
4197,4198,6," Did I ? Well , anyway , you will get your raise when the economy starts picking up . "
4206,4207,1," Mike , you're late again . "
4208,4209,1, Do you think I believe the story like that ? 
4210,4211,1, How can believe it if the same excuse was used twice within a week ? 
4215,4216,1,How come it is slow as a snail today ? 
4223,4224,1," You ’ re questioning my ability ? I tell ya , I can make it ! I ’ ll talk to your boss . "
4225,4226,1, You think so ? Let ’ s take a chance ! 
4226,4227,1,"And so , I just wanted to check in with you and find out where we are with this project . As you know , you ’ Ve missed a fairly significant deadline last week , and this will negativity impact the team ’ s ability to move forward with the next stages of this project . "
4228,4229,1," Oh , come on ! An excuse like that is tantamount to lying . You ’ re essentially blaming the tech team for your time management issues , rather than accepting responsibility for the fact that you were procrastinating for the past two weeks . "
4230,4231,1," I ’ m not going to accept this excuse . You ’ re using these small technical glitches as a crutch and trying to rationalize the fact that you ’ Ve missed your deadline . Look , we have standards and I expect you to live up to those standards . No more phoney cases . If you ’ re in over your head , you tell me . No more missed deadlines . Now , I want that data on my desk by nine am ! "
4234,4235,6, Okay ... what makes you say that ? I thought you were pleased with his overall performance . Didn ’ t you just tell me last week how impressed you were with his attitude ? 
4237,4238,1," But that ’ s not the only thing ... you know , he really doesn ’ t have the best work ethic , I ’ m constantly catching him on MSN and Facebook when he should be talking to clients . "
4239,4240,1," Make it work , Geoff . You would say that , wouldn ’ t you , he is your cousin.what a jerk , make me hire your stupid , useless , cousin . "
4242,4243,1, You ’ Ve had over a month to get this finalized ! Why are things delayed ? 
4244,4245,1, I ’ m not looking for excuses here . I just want to get this finished on time ! 
4246,4247,1," I ’ m not going to put this off any longer , Casey ! I want those photos ASAP ! "
4251,4252,1, Come on ! What have you got to lose ? 
4257,4258,1, You said the same thing three months ago . 
4259,4260,1, You mean I won't get a raise until recession ends ? 
4261,4262,1, I got the message . I am quitting . 
4268,4269,1, Very funny . What's wrong with you today ? You are my secretary and you are not supposed to talk to me in that tone of voice . Do you know that ? 
4269,4270,1," What do you expect ? I've been working for you for three years , and you've never given me a holiday . I don't feel well today , because I have a terrible headache . I am not in the mood for being gentle and polite . If you can't stand it , it's your problem . I am not going to change , because I think it suits you best . "
4274,4275,1," I really don ’ t want to hear your excuses , Janet . We ’ re running a busy office here . You ’ re going to have to keep up . "
4276,4277,1,"Listen , Christine , you can not afford another day off . You ’ Ve called in sick five times in the last three weeks . "
4282,4283,1, I ’ d like to know why you ’ re always taking credit for work we ’ Ve done together like that line in the new Ice Cream ad ? 
4283,4284,1," That was my line , Mark . I know we worked on the ad together , but that was definitely my line . "
4284,4285,1,I have to talk to you ! 
4285,4286,6," What , Hilary ? I ’ m really in a hurry ! "
4286,4287,1," I know , Blake . But you ’ Ve been avoiding me all morning , and we have got to talk about this deal with the Mc Kinsey Food Company . "
4288,4289,1,Susan ! Why didn ’ t you tell me that you were taking over the Silk Company account ? 
4290,4291,1, You know I wasn ’ t at the meeting . I was meeting with Mr . Wei about this account . I ’ Ve been on this for a month and a half . 
4292,4293,1,The new computer software is driving me crazy ! I really need a break ! 
4298,4299,1, No way ! I worked very hard so that I could leave on today ’ s flight . Are there seats on another airline ? 
4300,4301,1, You mean the line over there of about 200 people ? ! 
4308,4309,6, Are you kidding ? It's winter . Why would I open it ? 
4310,4311,6," No ! Oh , my God ! Someone has broken into the house . "
4314,4315,1," I don't care about that , Allen ! What did he steal ? That's the question ! "
4321,4322,1," Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars ! "
4323,4324,1," It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . "
4325,4326,1," That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right ! "
4328,4329,1," Yeah , yeah , we ’ re here because we feel this is an injustice ! The financial irresponsibility of big business has to stop ! We ’ re there to show the government that we don ’ t like the way that they ’ re spending our tax dollars ! "
4330,4331,1," It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . "
4332,4333,1," That maybe true , and I for one don ’ t want to see anyone lose their job , but how can these Ces ask for a bailout when they ’ re making millions of dollars ? And then , they have the nerve to fly to Washington in private jets ! This costs hundreds of thousands of dollars ! And they ’ re asking for money ! That is just not right ! "
4335,4336,1, What did I do ? I haven't done anything . 
4339,4340,1, I didn't do anything . 
4341,4342,1," No , I didn't . I'm innocent . Those aren't mine . Whatever you found is someone else's stuff . You can't prove anything . I wasn't there when you went in , and you can't prove it's my stuff . "
4343,4344,1," I don't need your help , jerk . "
4345,4346,1,"John , I ’ Ve asked you not to smoke in here ! I don ’ t want to see you smoking in my office again . "
4347,4348,1," That ’ s what you said the last time ! If you want to smoke , you ’ ll have to use your break time and go outside ! "
4352,4353,1, You ’ re a liar ! 
4367,4368,6, Are you serious ? 
4368,4369,1, I ’ m not kidding . 
4373,4374,1,Why am I being arrested ? 
4375,4376,1, I don't have a warrant . 
4377,4378,1, I don't know what a bench warrant is . 
4379,4380,1, I was never told to go to court . 
4381,4382,1, This isn't fair . 
4383,4384,1, What about my rights ? 
4385,4386,1,I don't understand why I'm being arrested . 
4387,4388,1, A warrant for what ? 
4389,4390,1, What does that mean ? 
4391,4392,1, I wasn't aware that I had to go to court . 
4393,4394,1, I don't find this fair . 
4395,4396,1, Don't I have any rights ? 
4397,4398,1,Why are you arresting me ? 
4399,4400,1, What kind of warrant ? 
4401,4402,1, What is that ? 
4403,4404,1, I never went to court . 
4405,4406,1, This is unfair . 
4407,4408,1," I have rights , don't I ? "
4410,4411,1, I need to file a complaint . 
4412,4413,1, I got robbed . 
4422,4423,1, I want to file a complaint . 
4424,4425,1, A man robbed me today . 
4434,4435,1, I would like to file a complaint . 
4436,4437,1, I was robbed . 
4446,4447,1, They arrested me without probable cause . 
4448,4449,1, They had no reason for arresting me . 
4456,4457,1, I want justice . 
4458,4459,1, They arrested me for nothing . 
4460,4461,1, They weren ’ t supposed to arrest me . 
4462,4463,1, They didn ’ t let me go until the next morning . 
4464,4465,1, They sure did . 
4468,4469,1, I want to take them to court . 
4470,4471,1, I want to take them to court for arresting me . 
4472,4473,1, There was no reason for them to arrest me . 
4474,4475,1, They released me the next morning . 
4476,4477,1, That ’ s exactly what they did . 
4480,4481,1, I ’ m definitely taking them to court . 
4481,4482,1,"I've something very unpleasant to talk with you . Upon the arrival of the first consignment , it was found that about 50 % of the sixty cases of pineapples were leaking . "
4483,4484,1, It ’ s simply because the tins were damaged . 
4485,4486,1," I am sorry to say it's not on the way , but during loading . The tins inside the cases were broken evidently through rough handling . "
4489,4490,1,"Stupid girl , making me spend so much money , now I have to get it from the ATM ... "
4491,4492,1," I know where to put my card ! Stupid machine , talking to me like I ’ m an idiot ... "
4493,4494,1," Yeah , yeah , I know what I selected . Just give me my money ! "
4495,4496,1," No , no ! Stupid machine , what are you doing ! No ! "
4502,4503,6," Did you ? I didn't notice that . But still you should know it , for you have seen it with Laura before . "
4597,4598,6,My goodness ! My silk dress is shrunk . How did you wash it ? 
4775,4776,6, Really ? Are you sure ? I called before and he was there . 
4831,4832,6, You can't be serious . 
4867,4868,6, Not back home for dinner again ? That's the third time this week ! 
5095,5096,6, You must be kidding ! You cannot get that price anywhere . 
5161,5162,6," Oh , Madam , buy what ? "
5251,5252,6," Oh , really ? Isn't this spot C408 ? "
5298,5299,6, Oh dear ! That's terrible ! What was in your wallet ? 
5635,5636,6, Oh really what ’ s happening ? 
5701,5702,6," Oh , dear ! "
5792,5793,6, Look ! The iron is still on . 
5903,5904,6," Wow , it's surprising . So what do I get ? "
5936,5937,6,Poor Danny . You are so enfeebled ! 
5946,5947,6," Oh , here it is . Patulin . Oh , no ! "
5964,5965,6," Oh ? That's a surprise . Let me see ... D 0411 Our dog's birthday . Yes , I'm sure this my parking space ! "
5985,5986,6, Yes ! How do you know that ? 
6003,6004,6," Well , oh my God , there is another problem , I'm afraid . There is still a stain on the shirt . "
6022,6023,6, Unbelievable ! I could never do that . 
6024,6025,6, My Willie ? Why has he suddenly become my Willie ? 
6058,6059,6," Oh , no ! Did you call the police ? "
6083,6084,6, Really ? You are so kind . 
6123,6124,6," I am afraid your diamond bracelet has gone , darling ! "
6125,6126,6, Look ! they've taken your fur coat too . 
6165,6166,6," Oh , dear ! "
6254,6255,6, Cancelled ! So what am I supposed to do now ? 
6264,6265,6, You can't be serious . 
6293,6294,6, What ? I was just having a friendly conversation with the lady here ... 
6412,6413,6," What ? Oh , what we live ! Thank you very much for your help , miss . "
6429,6430,6," Oh , really ? Give me a clam soup . "
6520,6521,6," Oh , I thought I could make a right turn on red here . "
6544,6545,6, What ? 
6585,6586,6," Oh , no ! I'm leaving for Japan at 11 this morning . "
6636,6637,6, We have an appointment in half an hour . 
6837,6838,6, This is a Porsche ! 
6877,6878,6," Oh , okay . Can I do that right now ? "
6896,6897,6, Couldn't get connection ? 
6898,6899,6, Really ? I didn't know . Let me check . You're right . 
6933,6934,6, But my sister bought this pair last month . 
6958,6959,6, What ? Are you serious ? 
6960,6961,6, But nobody uses Macintosh ! 
7016,7017,6, I did ? 
7052,7053,6, Did I really ? 
7053,7054,6, You didn't know ? 
7080,7081,6, What was he doing ? 
7092,7093,6, Exactly what did he do ? 
7104,7105,6, What do you mean ? 
7152,7153,6, Are you serious ? 
7164,7165,6, Seriously ? 
7176,7177,6, Really ? 
7241,7242,6, I can't believe it . My parents never beat me . 
7274,7275,6, Really ! 
7299,7300,6, Really ? I'll have a try . Maybe I will get high marks next time . 
7347,7348,6, Why ? What happened ? 
7348,7349,6," Well , I bombed my econ final and ended up with a 1.7 . "
7437,7438,6," Oh , no ! I can't have failed . surely ? "
7459,7460,6," But I should have aced it . I mean I finished the paper so quickly , thinking it's a piece of cake . But when I knew my result , I was like what ? That can't be true ! "
7515,7516,6, So I have to pay 25 cents for each day the books are late ? 
7525,7526,6, Why ? 
7537,7538,6, how could it be ? 
7559,7560,6, You can ’ t be serious ! 
7568,7569,6," Was I ? Sorry , I didn ’ t mean to be . I do apologize . "
7751,7752,6," Oh , no ! I can't have failed . surely ? "
7802,7803,6," Oh , no . "
7934,7935,6, You've been through this too ? 
7987,7988,6, Are you serious ? 
7989,7990,6, But why ? Did I do anything wrong ? 
8077,8078,6, A car door ? You mean just one car door ? 
8100,8101,6," What ? I met him just before I took off from Kitty's , he said he was coming . "
8113,8114,6," Wow , that much ? Don't they have any public courses ? "
8135,8136,6, Really ? What happened ? 
8150,8151,6," Why ? I mean , why did she part company with you after seven years together ? "
8199,8200,6, Really ? What's the matter ? 
8239,8240,6, Are you serious ? 
8241,8242,6, But why ? Did I do anything wrong ? 
8265,8266,6, Really ? Is he married ? 
8284,8285,6, Oh really ? Is he all right ? 
