,tweet_id,sentiment,content
20693,1694090630,fear,is sitting in her nan's bathroom dying her hair for the x factor auditions tomorrow
20694,1694090633,happy,Waking up early to go to the gym
20696,1694090661,happy,@codingvictim nice to have you back
20698,1694090723,fear,"@kyleandjackieo or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song"
20700,1694090761,fear,ITO EN Tea Apple IS DELICIOUS!!!!!!!!!! (looks like I need to go to Don Quihote to buy more!!) goodnight
20701,1694090773,happy,Having rice crispies this morning  Brings back some good memories!
20706,1694090918,fear,Been invited to join a group in Second Life called &quot;Ballistic Autistics&quot;.  Cute name.
20710,1694091007,happy,@AmineB perfect!
20711,1694091055,fear,@CarlosPoulet Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.
20713,1694091113,anger,@chregu block this IE6 shit
20714,1694091125,happy,@CHIOMA_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!
20716,1694091171,surprise,"At work surprisingly happy all things considered, ahhhh loveliness"
20720,1694091353,fear,@SchoolBoyQ L0l uhm; you need to just wife up mary jane cuz that's all you talk about!
20724,1694091675,happy,"@mzjennx uhh, congrats for your two years anniversary"
20726,1694091831,fear,"think he caught swine flu, cant do test tmorow. sorry school"
20729,1694091952,happy,Off for a bit of a motorcycle trip today!
20731,1694092000,happy,@janevans35 LOL I love my MacBook too. Oh and my iMac. Can't decide which I love more. OK 24&quot; iMac trumps 13&quot; MacBook
20734,1694092204,anger,@eminem http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ass!!
20735,1694092207,surprise,I can't believe it's Monday already! A week in Vancouver already gone.. what a good weekend
20737,1694107135,sadness,: I love camp fires  I just wish the kids would try a bit harder to sing along
20739,1694107150,happy,Laying on my bed. ONE spot smells like vanilla.  awesome
20740,1694107215,happy,"@ohmoss curing le hangover from an epic night, bruised 'n battered from a hectic go-karting session. pretty satisfied thank you very much"
20741,1694107225,happy,Getting the FAB portraits ready to upload today
20742,1694107488,surprise,Feeling good about our win! Its nice being softball champs  bring on the season!
20745,1694107561,fear,nothing right now to do
20748,1694107579,fear,Wow... I was tricked into the #hoppusday hype today....
20749,1694107586,happy,"@MikeyAllStars  We are of like minds this evening , my dear!"
20751,1694107624,surprise,@_mmmichelle you're in france?!?! cheri!
20752,1694107628,happy,"@myucan91 wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke"
20753,1694107752,surprise,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools
20754,1694107768,fear,gonna get a tan. i am so white
20756,1694107818,fear,@kkkrista  anytime..  Why ya gonna be up so late?
20760,1694107985,surprise,@LoveLock12 while you awake ?
20762,1694108124,sadness,"it's raining here  i'm stuck inside working today so i'd probably be peed off if it was sunny outside, i'm now ok with the rain"
20765,1694108293,surprise,"@inrsoul ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out."
20766,1694108318,fear,heading out to dinner in a minute - cant wait to have food.
20767,1694108322,fear,@lyssiecc prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths :|
20769,1694108411,sadness,@miguellf we want ot protect Moleskineï¿½ notebooks worldwide. That is all.
20771,1694108429,sadness,@ChageAUS fiscally responsible is fiscally over rated
20773,1694108563,fear,"In 24hrs time I will be at uni waiting to start my 1st exam, scary. I am working hard this morning though, and feeling ok about it atm"
20774,1694108716,anger,Bored... Some vector shit... Off to work after this class..
20775,1694108750,happy,Yay! Good way to end the night.
20777,1694108796,fear,"@Robviktum Warm and muggy after Tuesday possible t-storms, but not as widespread, possibly severe too"
20780,1694108847,anger,@bridgetmcmanus go into an anti-gravity chamber then you can tell gravity to suck it.
20784,1694108931,surprise,@Biosciencewino thanks for the message - just worked out how to see them and reply!
20785,1694108935,happy,chillin with christina and diana
20787,1694109066,fear,She doesn't believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding
20789,1694109080,happy,@joek949 I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?
20791,1694109166,anger,"@prateekgupta I am just 'okay-okay' .. like the rest of the sane population in the world, I hate mondays"
20795,1694109431,happy,@heyshanny I can't wait either!!!!! your so welcome  YAY!!!!!!!!!
20797,1694109546,fear,"@LisaHartwell What up Lisa, sorta quiet... I'm USA, so gonna crash soon."
20798,1694109554,happy,@larainefan She does especially Pink ones LOL  What beautiful creatures they are!
20801,1694110063,happy,@crazytwism haha.. good for you
20803,1694110100,happy,Bit of soul time 4 this mama  will visialize next living environent. Speak soon.
20804,1694110120,happy,@ProudKiwi thanks for the message - just worked out how to see them and reply!
20812,1694110383,happy,@DavidArchie See you on may 16!!
20818,1694110551,happy,in the airport!!!  only 8 hours til hoommee!
20819,1694110572,happy,"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'BEYONCE WEEKND' coming soon."
20821,1694110597,happy,went to eastgardens and saw a lot of hillsong pastors there Now im going to Nicks for dinner. Cant wait to talk to you soon @sherrymacs
20822,1694110605,surprise,"@CourtneyKitty  awwwwwww, our kitties are the BEST!"
20824,1694110764,happy,nice weather today in Alex
20827,1694110878,surprise,coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired
20833,1694111097,surprise,@hitrecorders! please follow @FollowHitRECord so that we can keep our updates and stuff there  use it to spread word
20834,1694124524,surprise,"@mtrier You're not the only one surprised that FreeTDS and UTF-8 don't &quot;just work&quot;. But you'll get it right, eventually."
20836,1694124637,fear,@stephaniehealy Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps
20837,1694124676,fear,@Icethevillain DAMMIT! lets have a private session
20838,1694124755,fear,omg i just slept like 18hrs in the last 22hrs...  i think i'm dying or something   reminds me of catcher
20842,1694124903,sadness,Oh what a beautiful morning and brekky in bed
20843,1694124934,fear,@Brandonhobelman i hope everything works out for you at school  keep me updated and have a good day!
20845,1694125146,happy,Now I have to think of things to say    And before that I have to make super chunk chocolate muffins with my kids
20850,1694125842,happy,@shakedxit23 I'll save you
20851,1694125872,sadness,i'm bored @freakinspecial: hope your wlan will go today!
20853,1694125954,surprise,"@JenCarfagno Wow, you were here? Why didn't you tell me? J/k  That's cool though; I have yet to see one..."
20858,1694126098,happy,Is ending the day with another walk nice walk and then some gelato
20864,1694126320,happy,just woke up with a cat in my face  haha
20866,1694126491,happy,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc
20869,1694126566,happy,"Heeey, we won ice hockey....we are winners!!"
20870,1694126626,fear,"- arrggh kids that won't settle....need some Kava for Liam, that'll sort 'em..."
20871,1694126641,happy,@marismith - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by @danholmesiMIND
20872,1694126672,fear,"@Asfaq dude, saw your Twitter profile after a long time - love the background. way way cool!"
20873,1694126686,happy,finally leaving this place! woohoo! school time!
20877,1694126832,fear,3 hours @FrazzleYeah oh my. Is it shorts weather do you know. I'd do my usual hanging out my window but the neighbours are out.
20878,1694126844,surprise,@LILthomasWAYNE You realllllllllly just said that didn't you?
20884,1694127055,happy,@Lauratheexpat isn't a bit of little britain in all of us?
20885,1694127165,fear,converting the Armin Only - Imagine concert for my iPhone... fun fun
20888,1694127260,happy,"@pandalion WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?"
20890,1694127321,fear,@janeyha I'm stuck with BOO!!!! Jeeeez shoot me now
20892,1694127453,fear,"@sonwright I'm an iPhone owner, so I don't really have a choice on which media player I use. FYI Apple makes terrible Windows software"
20893,1694127478,happy,@threatbot It's going to be a fun night and I'm helping host it!!!
20898,1694127637,fear,@nicobyrne we miss you in SE Asia. Come visit us when you have time.
20902,1694127721,surprise,I'm writing from my BlackBerry now.
20904,1694127820,fear,X-Men:Wolverine was hot! I say go watch it
20905,1694127829,surprise,wow heather
20907,1694127913,surprise,@pokeyoats is it a test to gauge audience reaction? who ARE you?!
20909,1694127934,surprise,@imraphael @hsubidooby Scrub and moisturize... doesnt even sounds like 'showering'... maybe u should be inclined to follow me en. rephael
20912,1694128141,surprise,"writing my AWESOME, but raunchy(; dream to brooke  ahaha"
20913,1694128167,sadness,Aw I wish I was in Ireland  @neilhimself
20914,1694128211,surprise,@crustydolphin Journey!? Wow... u just became cooler.  hehe... (is that possible!?)
20915,1694128246,happy,@xMyrthe you writing fanfic? me read!
20916,1694128279,happy,"Happy Star Wars Day, may the 4th be with you  my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers."
20919,1694128496,happy,@LoveLoyaltyLife Very impressive  I'm the same way. 100%
20920,1694128549,surprise,"chaof anh. chaof cacs chij cacs mowj cacs thims.di`.hoj hangf thaan thik gaanf xa thoong gia cuoois phoosm,hic! gio moi nhan ra ko co VK"
20924,1694128740,surprise,@sheilaon7 i didnt know u guys have acc in fb hee
20925,1694128784,fear,"@papelpicado And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p"
20926,1694128909,happy,1 lovely one before waking up
20929,1694143672,happy,FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.
20931,1694143818,fear,@mommymuse Thanks for the hint.  http://tinyurl.com/chtx7e.
20935,1694144284,sadness,@JonathanRKnight without ur tweets i feel lost hit me with something
20937,1694144374,fear,"@1mgoldstars morning  about to tackle armhole prob - may have a solution not involving tape, will update you!"
20938,1694144408,happy,"mondays agenda: last class/final of the semester, work, sorority meeting, happy hour."
20939,1694144431,sadness,"The tree-lined avenue,begins to fade from view,drowning past regrets, in tea and cigarettes,but I cant seem to forget,when you came along"
20941,1694144520,fear,I know @Sadie_marie. It text me.
20945,1694144717,happy,"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!"
20946,1694144724,sadness,"@orangeflowers  I've run out of earl grey, so having lemon tea instead, then whb for me too"
20947,1694144802,happy,Good morning
20948,1694144824,fear,"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol."
20950,1694144905,happy,All moved in to our new apartment. So exciting
20952,1694145054,happy,I  have always been a sucker for the sound of an acoustic guitar!
20953,1694145081,fear,",,,checked del's new blogsite!!! YAHOO!!! im just excited to what it will bring  go del!"
20956,1694145125,happy,I AM OFFICIALLY CELEBRATING MY 400TH TWEET. Wow! I am so proud  Its great.
20958,1694145190,happy,Watched Kunguma poovum konjuma puravum... Liked it very much!  excellent cinematography!!!
20959,1694145244,fear,"@mintea Good idea! I'll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic"
20960,1694145252,happy,good morning world
20962,1694145333,happy,@ohmonika babe text me your email address so i can send it over
20964,1694145506,happy,loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar
20966,1694145559,fear,At the uni just learned I only had one class today. About to go home
20968,1694145604,fear,I alreay feel the hang over. Soooo worth it
20969,1694145632,happy,"@emalyse David Aaronovitch is always worth making an exception for  (Good morning, by the way)"
20971,1694145666,happy,If anyone know anyone that made aliyah with the help of Nefesh BNefesh please contact me. I would love to talk with them.
20979,1694145956,happy,"@girlsmadethis i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!"
20980,1694146018,happy,It's raining that fine rain!!! U know the fine rain that wets you the most
20981,1694146040,happy,Morning Ali a big thank you for yesterday love you always xxxx. You out on the bike today? Don't forget to get a helmet ok
20985,1694146200,happy,@mjasenn i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town
20989,1694146383,happy,May the 4th be with you! Happy Star Wars Day twirps!  ROFL
20990,1694146493,fear,Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!
20991,1694146588,happy,Going to shopping place thingie! BRB LATERZ!
20992,1694146610,fear,@kekeinaction LOVE your show  !
20995,1694146834,happy,@taufiqz I watched that too! I liked it
20996,1694146884,happy,@kadambariyer thanks.. that was quick..
20997,1694146917,fear,i really need to earn money... so that i can watch the PCD concert
20999,1694146968,fear,"@BoltClock Hmm, I will hear more."
21001,1694146999,happy,@flickstack hehe i will never thorw out these shoes  i'm listening to varsity fanclub surprise surprise  sway sway baby is awesome
21002,1694147072,happy,@rosieroserosie can't believe i wasn't following you! am now  have an anatomy prac tmw so tonight i'm all about structr of the lwr limb
21009,1694147258,happy,thanks for the raspberry-Laced Vanilla Cake
21017,1694147450,happy,@ddlovato Your second episode of Sonny WAC was on in New Zealand tonight. You were (and still are) AMAZING! ily  xx
21019,1694147594,fear,my birthday chicken  http://bit.ly/whbuv
21023,1694162235,happy,morning prayer meeting  how AMAZING is the gift of prayer!!!  i'm completely buzzing this morning! In christ alone my hope is found!
21026,1694162333,happy,@sabrinabryan hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!
21030,1694162399,happy,Up and washed  I'm clothing myself as I type xD WOOOO
21031,1694162424,happy,@XoGraceoX hahaha im listening to SHES A LADY! haha ily FTSK    xx
21032,1694162473,happy,Happy Star Wars Day! May the 4th be with you  (via Nige the Goth)
21035,1694162593,happy,"Morning all. First tea of the day, and just about to record the voiceover for a documentary about modern Druidry. Good times"
21038,1694162783,surprise,"@xmellyssax Hey, thank you very much, that's very kind of you to say"
21041,1694162901,sadness,@natalietran I don't like the term &quot;partner&quot; when it comes to relationships. It's too business like so that's my ugly word of the day
21042,1694162958,happy,who has a day long text conversation? me.
21043,1694163064,fear,@ebruchez Feels good?  Now the hardest part will be to keep it empty every day. Or at least several times a week.
21045,1694163200,sadness,@heatxsink SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h
21047,1694163210,happy,And the sun is back up again.  Could we have more of the kind of weather we had last January and February? I like jackets.
21048,1694163260,surprise,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL
21049,1694163287,happy,hahaha @IkeBot is SUCH nonsense
21051,1694163432,surprise,@markjoyner totally! I've been waitin for somethin new and thought provoking at mj.name
21052,1694163485,sadness,@nitadarling I see...
21055,1694163630,happy,"@khanserai I know how you feel!On the bright side, you're moving to a place where it would be appreciated!  Onwards and upwads!"
21057,1694163742,happy,@KevinRButters i was in chiangmai for a month last year during loy krathong. best festival ever.
21061,1694163949,fear,@mooddisorders what are you? flavor of the day?
21062,1694164008,happy,http://tinyurl.com/d7tb38 Nice Photoshop Effects
21063,1694164143,fear,http://twitpic.com/4ja12 - we were bored
21065,1694164230,surprise,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!"
21067,1694164254,happy,@rhettroberts haha best thing about office birthdays hey
21072,1694164428,happy,@zykloid Thanks!
21073,1694164515,happy,"Haha! just overheard on the us. 3 yrold to mom &quot;mom, I think I should learn to read today&quot;"
21074,1694164534,happy,"@cheadlek Another one will be coming later in the week, i won a Westlife DVD on trademe, one that i have been after!"
21077,1694164655,fear,Of back off other peoples he can only have one stalker
21078,1694164781,happy,Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!
21081,1694164926,happy,@aimzsta hehehehe oh i love the Purate ENglish sooo much
21084,1694165104,sadness,Coffee didn't turn out good tiday but excellent!
21085,1694165119,surprise,"@juhasaarinen what? I do not speak Finnish or what that was, hehe"
21089,1694165200,sadness,@kkkrista only if we can cuddle afterwards. I like to cuddle after turning tricks on van buren
21092,1694165268,happy,man.....i'm at a loss for words.....looks like i'ma get an unexpected graduation gift.....in a good way
21094,1694165316,happy,"@souravghosh Dreams give rise to reality. When they said I wouldn't   walk, my dream was to fly! Dream, Believe, Achieve!"
21096,1694165526,fear,I'm getting 'A Nervous Tic Motion of The Head (To The Left)'  when thinking about tonight
21098,1694165651,happy,@QUEENKAK oh thank you thank you! Was hoping the video will be online
21100,1694165762,happy,my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.
21101,1694165845,fear,@danhitmusic whats the next movie review going to be? You're like wossy of brum. Just more controversial
21104,1694165965,happy,Star wars day! May the 4th be with you.
21107,1694166140,fear,studying for my exam tomorrow @ 2 &amp; packin up!
21109,1694166177,surprise,I'm still here! I just changed my avatar
21110,1694166178,surprise,@beckamcfly nice have fun....Although you cant not have fun lol
21112,1694166341,happy,uploading a lot of photos... priceless memories
21116,1694166509,happy,Chilling out listning to Seal!!
21117,1694166531,happy,@emjaystar haha thanks  yep definately a dream come true!  So excited the camera was shaking when i was taking a photo!
21118,1694166667,happy,after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it.
21120,1694181329,fear,@DavidArchie the script are amaaazing! Rusty halo and i'm yours are my favourites
21121,1694181339,fear,better finish off an order for this little guy first tho   http://tinyurl.com/cltln9 Time to go   Cheerio an Drasda!
21125,1694181566,surprise,is playing restaurant city.
21127,1694181614,sadness,just watched slumdog millionaire  its soo goood i love it :] but its sad!
21131,1694181720,surprise,are you talking to meeeeeeeeeeee???!!!!!!!!!
21133,1694181786,surprise,woken up by a bacon and egg sandwich in bed - man I have good housemates
21135,1694181866,happy,"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!"
21136,1694181892,surprise,"@AmyatQ13 You're a night owl, too, huh?"
21140,1694182075,happy,@ralfrottmann thank`s ... See? now I`m back on smiling
21141,1694182106,anger,@xiape copy &amp; paste fuck cunt tosser piss flap a 10000000000 times !!!!
21142,1694182110,happy,@tfollowers thanks 4 the folow
21144,1694182149,happy,@jadeeisabel nah they were mine  @brydielonie had ones without fingers
21146,1694182199,fear,LOL!!  I'm glad I've seen the original trailer or that wouldn't have made sense     Someone certainly went to a lot... http://bit.ly/A0pyr
21147,1694182289,happy,@Pon_and_Zi Thanks! I'm on my way now
21148,1694182314,fear,@lhanni Welcome to Twitter... It's about time!
21149,1694182320,happy,i woke him up in the end. Got bored.
21153,1694182474,happy,"@petespencer Yeah,we say shite alot here. you say it as shiiite,rhyming with light"
21154,1694182490,happy,chill`N witH tHE BABEz
21155,1694182534,fear,@sevitzdotcom 'auto-resolve' is that a Geek/tech answer to most questions??
21158,1694182668,fear,"@jdpeterson I say the same about poems. When you are ready to write, &quot;nothing else matters&quot; as a well known song tells us"
21159,1694182695,surprise,"@joeymcintyre  Missed all your tweets again Joe, damn that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  xx"
21160,1694182717,fear,@tommcfly what did the times say? and thank you
21162,1694182823,happy,"@CrystalJanee greaaat, do minee now pleaseeeeee"
21166,1694182937,sadness,@jenkellytisdale  good luck  haha i loved your character in the bring it on: in it to win it  movie
21168,1694183010,sadness,It's @andremichelle s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a 'hi' from the twittersphere would do some good
21170,1694183100,fear,@iantalbot Writing or making sense ?
21173,1694183366,fear,@jordanknight TINK! (whatever the f**k it means!!) from your JKUK girls! Show us some love! ;)  xx
21175,1694183569,fear,@charmainehan SEND ME THAT PHOTO MAN  ily favourite
21178,1694183692,sadness,"@JonathanRKnight G'night Jonathan! I tried to stay up, I really did. I can't wait till ur in my timezone! Will be so much easier then!"
21180,1694183724,happy,@jakeashley cheer up
21183,1694183836,sadness,"Plans for today, cleaning, washing clothes &amp; cooking a Pork Dinner! Weather here is bit dull.  Hoorah for Bank Hols though"
21185,1694183880,happy,Watching Bleach
21191,1694184129,happy,is having a cuppa and chilling... i lovebank holiday mondays
21193,1694184202,fear,@lu_lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though
21194,1694184207,happy,@kyleandjackieo what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs
21196,1694184370,happy,"@misskittymarie Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I'm excited to record that on Wednesday"
21198,1694184431,fear,@prateekgupta yeah.. gives me something useless to crib abt
21202,1694184582,happy,"@missamanda yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy"
21203,1694184624,happy,Happy Birthday tooo meeee... Happy Birthday tooo meeee...
21205,1694184665,fear,Thank you for the follow @christinelu!  Looking forward to your tweets...
21206,1694184826,happy,im really really excited  try this out guys!
21207,1694184896,happy,"Hope I'm not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D'oro all!"
21209,1694184912,fear,Quiet day at work 2day.Just had dinner. Whats doin out there?
21211,1694184973,anger,@tommcfly dw you never will  xx
21214,1694185038,happy,At walmart playing hide and seek.
21216,1694200123,surprise,"@gustomize Oh, and a very good review"
21217,1694200133,happy,just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :]
21219,1694200265,surprise,@scotdoc tut tut. Isn't charging just fun. Thr new palm pre charging platform looks nifty tho.
21220,1694200295,sadness,is up and ready
21222,1694200368,happy,Oh yeaah.  we'll still be bffs  aha @Sadie_marie.
21226,1694200460,surprise,@keza34 lol The sun is hiding hes having a lie in  hows you?
21229,1694200590,fear,Cool. Cant wait for dustbin baby
21231,1694200634,happy,is super happy at the new interest rate.  whoop whoop.
21234,1694200760,happy,@lopezwilfred Yeah. Me too. Will lookout on your tweets too. Happy Tweeting
21237,1694200876,happy,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I'm going to be late"
21238,1694200957,fear,Wee are going to the movies tonight to see Wolverine
21240,1694200984,fear,@jenniclarephoto Sometimes (although I usually go willingly  ) Don't know about the Churnet Valley event though.
21242,1694201029,sadness,"@DesignerDepot thanks for adding, no befriending, no, uh oh never mind, Thanks!"
21243,1694201060,sadness,@puppaz that really sucks I feel bad for you at least I woke up at eight.
21244,1694201104,happy,pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!
21245,1694201236,happy,@itshazel wow five years? Congrats
21248,1694201326,fear,"@mitchschroeder Omedetou!! That's truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you 'know'?"
21250,1694201335,surprise,@buguletzu thanks
21251,1694201362,fear,@SimonFilmer Alough I will hold you to your word now for when I need rain
21256,1694201518,surprise,@Artemis_Neith James just doesn't take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...)
21261,1694201803,fear,"@endsiny No worries doll, its what Im here for! I luvs you! Tomorrow is a brand new day!  *Hugs*"
21262,1694201819,happy,I'm going home now. Have you seen my new twitter design? Quite....heavenly isn't it?
21264,1694201880,surprise,"@JansportJ crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo"
21268,1694202306,anger,@joecommisso i'm going to smack you
21269,1694202312,surprise,"@ocean29 lolzz @ public script, wait  - n- watch"
21273,1694202497,happy,"@Ciaee Yessir, yessir, three cheeks full."
21275,1694202618,happy,"@samanthuh MISS YOU TOO! Yes, I will  I'm usually free pag after dinner. Rarely during the day. Basta text text"
21277,1694202715,surprise,"@torilovesbradie haha, nice pic  looks abit like my school"
21278,1694202742,fear,@tommcfly could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!
21280,1694203014,surprise,@devilworks wow.???? ??????
21281,1694203134,fear,@Medros I'll try my best to be there!
21282,1694203232,surprise,"@Acekillerpc Oh right,sorry,now i get ya,But still 3000 email's,wow,cool"
21283,1694203289,fear,why i chose iphone   http://tr.im/kpaE
21284,1694203309,fear,HMV opens in half an our...better go get ready
21285,1694203446,surprise,"@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93"
21289,1694203498,anger,Redford - Sufjan Stevens ][ for @yoochun ill make you cry again &lt;3  @mimacruz sure no prob slugger ;;) add th... ? http://blip.fm/~5jdtm
21290,1694203559,happy,Nothing like home-made paranthas for breakfast
21293,1694203619,happy,@vewe haha. Hope U have a Great Laugh as Laughter is the Best Medicine
21294,1694203681,happy,"@HellenBach Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting 'in the flesh' too!"
21295,1694203697,surprise,getting ready to shop  birmingham here i come
21296,1694203765,sadness,@DestriDoll sorry I didn't message you yet... I couldn't get my thoughts straight. But tomorrow I'll try  goodnight
21298,1694203877,anger,i hate bureaucracy. ahwell... aussies still going good
21301,1694203930,sadness,drinking cordial  yes im bored
21302,1694203946,happy,I forgot I have lumpia and pancit in my fridge from last night! Yay
21303,1694204019,happy,"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY"
21307,1694204195,sadness,@sharlynnx aww thank you  so is yours xx
21309,1694204454,happy,@DonniesCupcake i bet they will be great bags! Can't wait!
21310,1694204570,fear,"@UncleCreepy You can get into Canada, but I can't?  WTF!!!   (Seriously, I'm not allowed to cross the border!)"
21312,1694218859,happy,@zef  the car illusin is Kool
21316,1694219104,happy,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set
21318,1694219184,anger,"Boys are stupid, throw rocks at them"
21320,1694219218,fear,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html
21322,1694219314,surprise,you know what's today? no? it's the Star Wars day you ass!
21324,1694219342,fear,@cocont123 I don't know how you do it
21326,1694219502,fear,@beauknows good luck going to sleep. i'm up working on a stupid paper. no worries. ur not alone.  so u ready to record that album or what?
21327,1694219613,happy,"@giogadi Hey Luis, thanks!  I have Flash and my prof's code to thank for that.  *cough*"
21328,1694219630,sadness,@JavierChua Well I am on the RIGHT side of thirty
21329,1694219737,happy,@joyee0720 Thanks PP!
21330,1694219809,fear,"@pauljacobson if you want conversation, use email/mailing lists. I'm not convinced '140 chars and less' replies are conversation"
21331,1694219824,happy,@danijelabaron good morning from Lincolnshire. I could use some exercise also
21333,1694219898,happy,"Sometimes after a long weekend, you just need good conversation. thanks bro"
21334,1694219962,sadness,"Ginger biscuits rule !!! (by the way, I urgently need weight scales  )"
21336,1694220014,sadness,"@danielleg1709 hahaha this is super late, but thank you!!"
21337,1694220018,fear,"@tommcfly good thing really, 'cause you're never getting rid of us.  please don't leave us."
21341,1694220157,surprise,"@sidthelab so what are your plans seeing it's a bank holiday there and raining, well it should be raining it's a bank holiday"
21349,1694220618,happy,"anyone drive a newish diesel car? any advice on pros cons? not interested in old diesel cars, need recent model experience, eg SUV"
21353,1694220747,fear,is a movie afficionado. I might just as well write about the films i watch.
21355,1694220947,happy,lees net op Twitter dat het #Happy Star Wars day is... &quot;May the 4th be with you&quot;... Sjeez wat slecht
21358,1694221060,happy,Back in the office for a hectic week - but the weekend was awesome
21359,1694221076,surprise,@RopeMarks You're gonna wear pink outfits??? I assume she bought it for you
21362,1694221200,sadness,Fast &amp; Furious = EXCELLENT movie.  And Andy is a great guy   Most of the time....  lol
21367,1694221360,happy,@ralphp eagerly anticipating twitpics
21370,1694221462,fear,@Lizzi_85 Aaaargh help -it's a conspiracy LOL! How are you today Lizzi?
21374,1694221609,happy,@donatoclassic me too
21379,1694221895,fear,Zs.Nagy presents  http://www.nordugrid.org/manuals.html
21384,1694222218,happy,Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me
21386,1694222261,fear,"@eminem http://twitpic.com/4j585 - HAHA nice, now I need an iPhone"
21388,1694222285,surprise,@venzann  I saw you started following me -  Welcome - what do you do in AKL and for whom?
21390,1694222390,fear,"@MisssV33 it's 3:37 am, i am going to sleep now. but i be back up in 4 hours...lol. good night"
21393,1694222435,fear,Back home from the Wookie household. Now to dive into edits on Nemesis.  Or maybe I should work on Dusk of Death. Hmm...
21395,1694222499,fear,@URIENATOR go on msn. i need to talk to you about something that happened today
21396,1694222598,happy,@timen Great idea
21398,1694222692,fear,@steviekaye thats what andy said a few hours ago....I HOPE THEY ACTUALLY ARE
21399,1694222699,happy,- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol  Have a BLESSED morning.
21403,1694222776,happy,new supernatural tonight!
